player_positions,overall,potential,age,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
CB,80,80,35,57,48,63,61,80,78,6,8,15,5,15,
GK,80,80,35,,,,,,,78,80,72,82,79,61
CB,80,80,33,56,40,60,62,82,76,5,3,5,4,4,
"CF, ST",80,80,32,78,76,78,83,43,68,10,10,15,12,13,
"RM, RW",80,80,34,77,76,76,81,48,59,8,5,14,11,11,
"CM, CAM, LM",80,80,30,66,70,81,83,66,66,6,11,5,10,8,
CB,80,80,30,66,47,58,64,82,80,11,12,16,16,8,
GK,80,80,30,,,,,,,81,79,60,77,86,46
"CM, CDM, RM",80,80,30,68,67,76,80,78,79,9,9,8,10,15,
GK,80,80,34,,,,,,,81,79,77,77,82,51
"RM, RW",80,80,30,86,76,73,84,57,68,9,11,9,5,14,
"CM, LM, CF",80,80,30,76,74,79,81,68,73,4,5,3,4,8,
"CDM, CM",80,80,35,68,66,77,77,77,78,9,11,7,15,13,
CAM,80,80,32,74,73,83,81,49,74,12,16,11,7,15,
"CDM, CM",80,80,31,68,76,72,72,75,81,15,14,8,6,7,
GK,80,82,28,,,,,,,80,80,71,79,82,57
CM,80,80,29,58,79,82,77,72,70,9,9,11,11,10,
"CB, CDM",80,80,30,71,61,72,73,80,74,10,15,13,12,8,
"RW, CAM",80,80,29,72,76,81,82,57,59,16,7,15,6,14,
ST,80,80,30,90,80,71,76,36,77,6,13,6,14,6,
"CDM, CM",80,80,32,65,71,80,77,76,72,15,7,12,8,13,
"CF, ST, CAM",80,80,29,72,78,77,81,41,74,14,16,7,11,12,
LB,80,80,31,82,64,74,81,75,75,8,8,14,11,10,
CB,80,81,29,66,46,74,70,81,74,15,16,9,10,14,
"CM, CAM",80,80,28,71,75,80,84,69,68,11,6,15,13,7,
CB,80,80,28,70,70,67,61,81,81,14,14,9,13,10,
CM,80,80,29,69,71,77,78,75,73,12,8,9,14,13,
"CAM, LW, CM",80,81,27,74,76,80,82,58,66,11,13,5,13,8,
"CDM, CM",80,80,29,57,42,75,77,76,76,14,10,14,12,9,
"RB, RM",80,80,29,79,55,73,74,78,77,15,11,10,10,12,
"CAM, ST",80,80,29,65,75,80,83,52,66,10,8,14,10,8,
"CAM, LW, RW",80,80,28,75,77,79,82,43,69,16,15,16,13,11,
ST,80,80,33,77,82,74,79,39,73,13,12,13,8,16,
"RW, RM",80,80,28,79,79,79,80,41,68,8,11,14,10,9,
CB,80,80,27,65,62,68,67,80,78,15,10,14,12,15,
"CM, CAM",80,80,29,67,74,83,82,69,69,12,11,15,10,10,
ST,80,81,27,66,79,62,74,51,81,6,7,14,7,6,
CB,80,80,31,61,50,63,60,82,77,13,14,12,10,8,
GK,80,81,30,,,,,,,76,79,82,81,83,44
CB,80,81,28,55,49,65,65,82,80,16,7,8,14,11,
ST,80,80,30,77,82,63,77,41,74,15,13,15,14,8,
ST,80,80,28,87,80,61,79,25,67,12,14,14,12,8,
"CAM, LW",80,80,29,88,78,78,81,46,69,10,13,6,7,13,
"ST, RM",80,81,27,77,78,76,78,40,82,14,15,9,14,9,
GK,80,82,29,,,,,,,79,77,70,81,82,46
"LWB, RWB",80,81,27,75,53,71,76,79,69,7,10,12,10,6,
"CAM, CM",80,82,25,68,78,78,82,65,75,7,6,9,11,8,
GK,80,83,26,,,,,,,82,77,74,77,84,43
LB,80,81,27,82,67,79,75,73,75,15,12,11,8,11,
"CM, CAM",80,80,28,69,69,80,83,66,68,6,15,8,8,8,
CB,80,85,25,65,31,65,68,83,72,10,12,8,6,8,
GK,80,80,34,,,,,,,78,76,67,79,85,43
GK,80,82,28,,,,,,,80,79,72,80,83,48
GK,80,80,29,,,,,,,80,79,78,79,80,54
RB,80,80,29,82,64,76,77,74,88,12,13,6,12,11,
RB,80,80,27,84,66,73,76,76,79,8,10,8,10,7,
"CM, CDM",80,81,26,66,77,77,78,76,78,7,10,14,9,14,
"RM, LM, ST",80,80,29,83,77,78,79,55,72,13,6,6,14,11,
CB,80,83,26,83,43,67,71,81,81,7,10,15,15,15,
CM,80,83,26,70,73,75,85,65,66,7,14,15,14,9,
GK,80,80,26,,,,,,,80,79,72,80,82,48
CB,80,82,26,63,51,73,72,81,78,12,16,8,7,9,
"CB, RB, RWB",80,84,25,85,51,64,71,82,77,8,12,10,7,7,
"LM, CAM",80,83,25,86,75,73,85,32,62,13,16,15,14,15,
RB,80,80,28,78,63,70,75,74,80,10,14,7,8,7,
"ST, LW",80,80,27,88,80,67,81,38,76,12,14,10,7,10,
"CDM, CM",80,84,25,74,67,74,79,79,75,5,5,13,7,9,
ST,80,80,28,65,80,64,74,35,80,14,12,16,13,16,
"CM, CDM",80,81,26,63,75,81,77,67,76,13,12,13,12,9,
LM,80,83,25,89,75,74,81,39,69,15,14,15,8,9,
"RM, LM",80,81,25,82,76,76,81,63,65,14,16,8,6,13,
"LM, LW, RM",80,84,23,85,78,75,82,39,69,11,14,12,14,13,
"LB, CB, LWB",80,86,24,84,60,75,77,75,79,13,16,8,12,13,
"CM, CDM",80,84,23,73,67,80,84,73,73,9,12,10,16,15,
GK,80,81,29,,,,,,,77,79,78,80,81,37
"LB, CDM",80,85,24,73,65,80,80,77,69,15,11,13,11,11,
"RWB, RB",80,81,27,82,57,68,81,75,75,16,12,10,14,12,
CB,80,83,25,81,48,67,74,81,77,10,9,13,6,9,
"CDM, CB",80,86,24,83,64,72,75,80,84,12,12,7,13,11,
"CB, CDM",80,84,25,61,45,50,59,80,84,13,12,8,6,8,
"CM, CDM",80,83,25,67,60,83,83,67,59,10,6,8,11,13,
CM,80,84,24,74,64,79,80,78,77,14,13,13,9,9,
"RB, RM",80,80,25,76,51,70,77,77,70,15,13,12,10,15,
GK,80,80,25,,,,,,,81,75,78,81,79,41
"CAM, LM, LW",80,80,21,80,72,77,82,26,45,9,7,8,14,10,
CB,80,80,33,67,39,55,58,81,85,7,14,6,7,13,
"CM, RM",80,86,23,84,74,77,84,72,84,5,12,6,13,14,
ST,80,85,22,90,79,72,83,30,74,7,9,9,10,14,
CB,80,83,25,76,46,60,67,80,80,6,7,7,7,7,
ST,80,87,22,88,80,63,75,39,81,14,14,10,9,6,
"CDM, CM",80,84,23,69,70,73,77,73,81,6,8,8,12,7,
GK,80,87,24,,,,,,,80,79,78,76,83,50
RB,80,85,23,82,61,74,81,75,71,12,7,13,12,12,
GK,80,82,29,,,,,,,82,75,60,71,85,36
"CDM, CB",80,86,21,74,50,72,73,79,78,8,12,8,6,11,
"CDM, CM",80,84,24,66,75,75,75,78,84,9,6,6,10,11,
CB,80,89,22,65,33,65,69,82,80,11,5,9,11,12,
LW,80,90,20,95,70,71,87,29,66,5,7,7,7,10,
ST,80,85,24,66,81,68,73,32,82,7,8,13,12,6,
"RM, RB, CM",80,85,23,84,73,73,81,70,78,12,8,7,10,9,
CB,80,84,24,72,22,49,50,81,76,9,9,15,6,11,
LM,80,86,24,92,77,70,82,32,71,10,13,13,14,14,
CAM,80,86,23,83,77,78,82,48,71,6,14,15,9,14,
"RWB, RM",80,87,21,80,67,73,79,75,75,15,7,14,5,7,
RM,80,86,23,85,73,78,80,45,57,9,7,15,6,12,
"RB, RWB",80,80,28,77,56,73,75,78,81,13,12,12,6,13,
"RM, LM, LB",80,88,19,84,68,76,82,65,64,7,8,13,9,13,
"CM, CAM",79,79,37,51,69,84,84,59,57,6,13,6,13,7,
"CM, LB, RB",79,79,35,56,70,81,77,77,75,12,9,10,8,6,
"CF, LW",79,79,38,69,73,81,85,30,53,15,6,9,7,10,
GK,79,79,33,,,,,,,78,77,77,78,80,49
ST,79,79,35,60,81,68,72,36,74,14,11,9,9,13,
"CM, CAM, CDM",79,79,33,70,68,76,85,73,77,16,14,11,16,14,
"CDM, CM",79,79,34,73,65,72,76,77,79,8,11,5,10,14,
"RM, RWB",79,79,34,72,78,79,80,61,62,10,4,14,4,14,
GK,79,79,32,,,,,,,82,72,77,77,84,34
"CAM, RW",79,79,32,62,68,85,79,24,48,6,14,10,6,14,
GK,79,79,35,,,,,,,78,77,71,81,79,51
ST,79,79,34,39,80,70,71,42,77,12,15,11,6,5,
"CAM, CM",79,79,31,54,78,82,78,59,66,13,8,10,15,12,
"CDM, CM, CAM",79,79,33,45,64,75,72,75,70,12,8,12,16,16,
"CDM, CM, CB",79,79,31,65,64,74,74,75,78,13,9,16,15,7,
"CDM, CM",79,79,32,70,66,77,75,73,75,9,13,11,12,14,
"ST, LW",79,79,33,79,77,77,83,44,75,9,16,11,13,8,
"CDM, CM",79,79,33,33,70,75,70,77,79,14,11,6,15,8,
"LB, CB",79,79,31,70,60,75,76,77,68,14,7,9,9,12,
CB,79,79,31,62,42,58,63,81,78,15,7,12,10,14,
ST,79,79,30,50,78,71,70,46,75,16,10,8,8,11,
"CDM, CM",79,79,31,47,71,77,78,77,69,15,7,11,14,12,
"ST, RM",79,79,31,83,76,73,78,55,83,12,13,8,14,10,
GK,79,79,30,,,,,,,82,77,63,80,82,59
"LW, LM",79,79,28,87,75,74,79,46,63,5,3,5,5,3,
CDM,79,79,32,36,67,75,73,80,73,7,15,12,14,9,
"CM, CDM",79,79,31,65,70,77,79,78,75,9,12,15,9,8,
"ST, RW, CAM",79,79,30,83,78,77,79,41,72,9,14,8,8,7,
ST,79,79,29,64,79,60,70,40,81,14,16,16,7,16,
ST,79,79,31,84,80,73,79,48,79,9,16,7,8,7,
"LWB, LB",79,79,30,58,74,78,77,75,77,9,7,13,9,12,
RB,79,79,30,74,69,71,72,78,76,9,12,8,9,15,
"ST, CF",79,79,36,68,82,76,83,43,70,7,7,14,10,13,
"CDM, CM, CB",79,79,29,60,70,79,70,75,83,8,11,8,14,12,
"RW, RM",79,79,29,75,76,80,81,46,67,13,12,12,11,11,
ST,79,79,34,71,83,69,79,37,70,6,16,11,6,11,
GK,79,79,33,,,,,,,80,74,64,77,82,28
ST,79,79,29,80,78,66,78,41,77,10,15,8,10,6,
CB,79,79,34,49,40,59,56,81,79,14,6,6,11,9,
"CAM, ST, CM",79,79,30,86,78,75,79,45,71,7,13,10,11,5,
CM,79,79,27,81,74,77,82,67,74,16,9,6,9,9,
"CB, RB",79,79,32,70,56,67,71,80,79,9,10,15,13,15,
ST,79,79,32,79,82,75,77,32,69,14,8,8,10,10,
"CDM, CM",79,79,28,50,64,79,69,69,80,7,8,11,7,13,
"LM, RM",79,79,29,89,75,74,80,48,62,15,12,9,7,13,
GK,79,80,30,,,,,,,79,77,77,79,80,42
"CM, CDM",79,79,28,68,74,75,77,78,89,15,10,10,8,10,
CB,79,81,28,47,58,75,67,79,75,8,15,10,12,8,
"CB, CDM",79,80,27,53,64,69,64,79,83,11,14,6,13,9,
"LM, CF",79,79,27,88,73,73,83,30,64,12,16,14,11,11,
"CM, CDM",79,80,27,66,75,78,79,71,71,8,9,9,8,12,
CB,79,79,30,62,36,64,65,79,83,7,8,15,10,9,
"RW, RM",79,79,31,85,76,71,81,34,72,10,12,7,11,10,
CB,79,79,31,64,33,59,58,80,82,8,13,12,12,8,
RM,79,79,30,87,75,73,82,38,70,11,14,13,12,7,
"CAM, CM",79,79,28,71,80,73,76,72,78,12,6,13,16,10,
CDM,79,79,30,44,50,70,73,78,75,8,13,9,6,8,
GK,79,80,29,,,,,,,77,76,76,77,82,44
RB,79,79,29,77,53,70,76,77,74,14,7,14,15,16,
ST,79,79,30,84,80,66,78,32,67,12,9,9,11,12,
LB,79,80,26,74,54,76,76,75,76,7,7,9,15,9,
"LB, CB",79,79,28,69,58,75,75,78,73,11,7,6,7,14,
CDM,79,79,31,65,63,71,69,79,79,15,13,9,14,9,
"ST, LW",79,79,28,71,82,77,79,39,74,11,15,16,12,15,
"CM, RM, LM",79,79,29,56,71,78,78,70,67,9,14,12,7,8,
GK,79,83,26,,,,,,,78,77,85,76,81,34
CAM,79,79,28,76,79,75,80,58,68,14,10,8,13,9,
GK,79,81,28,,,,,,,82,75,73,77,83,45
"CM, CDM",79,79,28,70,76,72,76,77,81,15,12,12,15,14,
CB,79,81,28,68,39,59,50,82,79,10,6,13,10,10,
"LB, LM, LWB",79,79,28,83,55,70,70,74,81,9,15,9,8,14,
ST,79,82,26,75,82,68,81,35,68,6,11,13,7,14,
"CM, RM, LM",79,79,28,75,72,80,79,57,66,6,6,10,10,10,
CAM,79,79,28,73,76,81,83,39,51,14,16,10,7,12,
RB,79,82,26,88,51,69,73,74,80,8,7,7,14,14,
CB,79,82,26,72,53,56,65,80,78,9,14,16,7,7,
"LM, ST, RM",79,79,27,80,76,79,79,45,58,9,14,13,14,10,
"RB, RM, LB",79,79,29,80,70,72,78,75,68,7,11,10,16,10,
"CM, CDM",79,79,27,58,76,79,82,65,70,14,15,11,14,14,
"LM, CF",79,79,28,70,74,79,81,41,62,10,12,8,8,14,
ST,79,80,27,71,77,62,70,45,84,9,12,14,9,8,
"CAM, LM, RM",79,79,27,79,71,80,83,61,65,14,15,10,13,12,
GK,79,81,28,,,,,,,80,77,62,76,83,44
"CF, LW",79,80,26,78,78,75,80,42,69,7,9,10,8,13,
"CM, CDM",79,79,30,75,74,75,76,75,81,16,13,16,7,14,
CB,79,80,29,70,33,48,65,82,78,12,6,10,11,12,
"RWB, RM, LM",79,79,29,76,66,73,74,75,71,11,9,8,6,11,
"LM, ST",79,84,24,91,69,70,87,25,61,10,9,12,7,7,
ST,79,79,28,67,78,64,75,44,81,11,14,8,15,11,
"CM, CDM",79,82,25,70,69,76,83,67,70,14,7,9,12,11,
RB,79,79,29,85,54,72,76,73,77,10,14,9,7,16,
"CDM, CM",79,81,26,64,48,68,74,77,84,11,15,11,14,10,
"LW, RW, ST",79,80,25,79,78,75,82,35,66,9,12,6,13,16,
CB,79,81,26,45,54,60,60,80,81,10,8,12,9,12,
"CDM, CM",79,83,25,69,69,72,73,79,82,16,14,7,15,8,
CB,79,81,25,75,45,55,65,80,80,9,7,10,6,15,
CB,79,83,24,74,39,63,68,80,77,9,15,10,12,9,
"CM, CDM",79,82,25,59,60,75,77,80,75,6,14,16,11,7,
"RB, RM",79,82,25,78,57,71,76,75,70,14,9,15,10,15,
GK,79,79,33,,,,,,,79,73,73,80,83,41
ST,79,79,32,68,80,61,76,31,76,12,8,10,6,12,
RB,79,79,28,79,53,72,76,74,77,15,8,16,10,13,
"RWB, LWB, CB",79,79,28,86,66,67,74,75,79,8,9,7,10,10,
"LB, CB",79,82,26,73,59,72,75,77,80,6,13,14,7,14,
RB,79,82,24,79,58,71,72,75,79,13,14,9,10,7,
GK,79,86,24,,,,,,,80,74,70,78,82,44
CB,79,80,27,73,42,58,67,79,77,14,14,10,9,8,
"CM, CAM, CF",79,83,25,81,72,79,83,67,69,12,14,14,10,16,
RM,79,84,24,73,73,80,81,64,67,11,10,13,7,9,
"CB, RB",79,81,27,66,33,61,60,79,77,7,10,12,15,8,
GK,79,83,25,,,,,,,80,75,71,79,82,54
"LM, RM, CAM",79,82,25,68,74,79,79,69,68,9,11,12,7,15,
"RB, CB",79,82,25,69,53,72,71,78,76,9,7,15,7,15,
"LM, ST",79,85,23,82,78,70,79,48,77,11,13,14,9,15,
"ST, RM",79,80,27,81,81,65,78,44,83,11,6,6,10,14,
ST,79,83,23,73,81,69,77,30,68,7,15,13,9,7,
"LB, LM",79,79,21,89,58,70,77,74,59,13,13,16,8,9,
RB,79,79,29,83,52,70,71,76,71,9,10,6,6,7,
"CDM, CM",79,79,25,67,62,74,75,78,76,9,9,14,15,8,
CDM,79,79,21,71,70,70,72,80,83,15,7,16,9,8,
GK,79,79,29,,,,,,,81,75,71,77,82,60
ST,79,79,21,83,79,65,81,28,64,9,12,8,10,9,
ST,79,84,23,75,80,68,78,29,74,8,7,12,9,13,
CB,79,84,23,68,36,60,58,80,80,12,8,13,10,7,
"CDM, CM",79,84,25,47,60,72,72,77,76,7,13,13,15,7,
"CAM, CF",79,82,24,75,68,79,83,41,59,6,10,11,6,11,
CB,79,85,23,82,37,57,65,80,79,10,13,10,11,7,
"CB, CM, CDM",79,84,24,68,67,75,73,79,81,6,8,9,10,13,
RB,79,82,25,84,55,71,75,74,65,11,12,10,5,14,
ST,79,82,25,70,79,70,80,35,68,11,15,8,9,14,
"RM, ST",79,83,23,89,70,74,83,35,60,9,8,13,8,14,
GK,79,84,23,,,,,,,80,78,77,74,83,26
CB,79,84,25,81,39,57,59,80,79,6,15,15,12,10,
"CDM, CM",79,84,24,70,68,75,78,77,75,12,8,8,12,8,
CB,79,85,24,61,39,63,71,81,78,10,13,11,7,8,
LB,79,84,21,84,53,74,78,74,74,8,12,6,9,13,
ST,79,87,21,85,77,56,78,40,75,13,8,10,7,9,
"RW, LW",79,83,24,85,72,73,85,37,64,14,10,5,13,6,
"LM, CM",79,80,25,75,81,78,82,63,56,12,13,8,12,6,
"LB, LWB",79,85,23,82,34,68,72,75,75,14,7,14,7,7,
"CB, LB, CDM",79,85,23,71,58,73,76,79,80,6,14,13,14,8,
"CDM, CM",79,84,26,56,68,75,71,77,78,14,10,15,15,13,
"CAM, LM, ST",79,86,22,85,78,74,84,31,69,8,7,13,13,11,
"CDM, CM, CB",79,84,23,65,72,79,72,76,77,14,8,14,12,10,
"CM, CDM",79,85,21,72,69,75,77,77,82,9,8,12,12,7,
"ST, CF",79,79,28,76,79,70,80,38,71,9,11,9,15,8,
"LM, ST",79,85,22,85,78,74,79,41,72,15,11,7,9,5,
RW,79,88,20,87,76,71,83,32,56,9,8,12,8,5,
CB,79,86,21,88,33,56,65,80,77,14,7,12,12,11,
RB,79,84,22,84,62,71,74,74,77,11,13,9,10,13,
"CDM, CM",79,84,23,68,63,78,78,73,75,7,11,15,11,11,
CB,79,85,21,60,36,59,61,80,84,12,9,8,6,14,
"CM, LM",79,89,18,75,69,73,80,75,77,14,11,10,5,8,
RW,79,88,21,91,72,72,84,37,65,9,10,14,8,13,
GK,78,78,38,,,,,,,77,78,79,79,77,45
ST,78,78,35,59,81,64,72,36,77,11,6,11,7,13,
"LWB, LB",78,78,35,72,66,74,77,73,68,16,10,15,16,15,
GK,78,78,38,,,,,,,80,80,70,75,77,58
ST,78,78,38,61,83,74,79,30,63,6,7,5,4,4,
GK,78,78,38,,,,,,,78,77,73,78,78,46
CB,78,78,35,54,43,63,65,79,75,13,11,9,11,7,
ST,78,78,35,56,79,67,76,41,69,10,13,6,9,5,
"RM, CAM",78,78,29,70,77,79,81,53,68,10,15,11,8,13,
"CDM, CM, LM",78,78,34,64,68,80,79,73,69,7,10,10,11,10,
"RM, RWB",78,78,30,76,69,74,80,70,70,9,7,8,16,16,
"LWB, LB, LM",78,78,34,77,64,76,77,72,70,15,15,11,8,8,
"CAM, CM, CF",78,78,34,69,78,77,80,66,74,6,11,15,16,6,
GK,78,78,38,,,,,,,77,78,84,78,78,56
"CF, ST",78,78,32,74,78,70,75,44,80,7,13,7,8,10,
"RM, LM",78,78,34,55,77,86,77,45,58,11,12,10,15,16,
GK,78,78,32,,,,,,,79,73,69,78,83,47
ST,78,78,34,71,81,61,78,34,66,6,13,8,14,11,
"CM, CDM",78,78,35,46,70,83,76,66,71,16,7,9,8,15,
"CAM, RM",78,78,33,55,71,81,81,36,42,9,10,14,5,8,
"CM, CDM",78,78,32,48,72,75,71,77,76,12,11,11,14,12,
ST,78,78,33,68,76,63,75,31,66,14,12,9,12,11,
"CDM, CM",78,78,35,39,66,68,68,78,87,8,8,9,13,16,
CM,78,78,33,58,75,79,70,75,79,9,16,10,7,7,
RB,78,78,32,66,65,73,76,78,70,5,15,10,13,7,
CB,78,78,34,42,46,60,56,78,85,16,15,10,7,14,
"CDM, CM",78,78,31,74,61,73,75,75,87,14,8,11,10,8,
"RWB, LWB, RB",78,78,31,70,58,69,74,78,68,6,7,7,12,7,
"LB, CB",78,78,35,63,74,79,74,79,74,16,15,8,16,6,
CAM,78,78,30,73,72,76,83,42,66,7,12,7,14,13,
"CB, CDM",78,78,31,64,64,62,69,78,85,15,8,9,12,9,
ST,78,78,32,65,78,69,71,29,86,15,12,11,11,8,
"CDM, CM",78,78,32,40,56,70,67,77,85,7,16,16,16,13,
ST,78,78,29,65,78,48,73,35,77,11,14,8,16,15,
ST,78,78,33,82,79,62,78,30,67,14,7,10,11,11,
"CM, CAM",78,78,31,69,75,80,80,70,65,10,14,7,15,14,
"CDM, CM",78,78,31,58,62,80,74,74,75,10,13,13,7,8,
"CF, RW",78,78,33,74,73,77,84,40,52,5,11,12,15,9,
"CDM, CM",78,78,33,55,49,70,69,77,79,9,13,10,9,14,
CB,78,78,31,64,47,58,60,79,79,10,15,16,15,15,
GK,78,78,33,,,,,,,81,74,79,77,79,43
"CAM, CM",78,78,32,64,73,80,78,52,50,14,9,6,10,12,
RB,78,78,30,84,64,73,76,70,79,10,7,10,6,8,
ST,78,78,31,61,81,64,74,44,74,7,9,8,13,13,
"LB, LM",78,78,31,69,63,74,71,78,71,9,15,7,13,14,
"LB, RB",78,78,33,73,61,71,73,77,68,10,11,16,10,14,
"CAM, CM",78,78,30,69,75,78,79,67,71,15,10,9,14,13,
ST,78,78,29,72,78,67,72,48,84,9,13,9,9,16,
CB,78,78,32,50,42,65,60,79,78,12,8,6,6,14,
CB,78,78,31,50,46,55,52,80,78,14,12,13,9,10,
"CM, CAM",78,78,30,59,75,75,75,73,80,9,7,5,6,7,
CB,78,78,30,70,29,52,58,79,83,11,8,13,13,8,
RB,78,78,28,79,60,72,75,73,82,15,12,7,10,16,
"CM, CDM",78,78,27,76,63,77,77,71,79,8,12,11,13,13,
"CAM, CM",78,79,27,69,73,77,78,57,72,9,14,12,6,10,
CB,78,78,32,73,40,58,60,80,81,16,13,10,9,8,
"CDM, CM",78,78,29,41,44,62,65,80,81,12,14,10,11,16,
"CM, RM",78,78,27,67,72,78,79,63,66,6,6,10,14,10,
"LM, RM",78,78,31,76,76,76,77,41,72,11,16,8,14,16,
CB,78,79,29,46,51,62,64,79,78,15,16,9,12,6,
"CM, CAM",78,78,28,47,78,79,75,59,73,13,6,9,15,11,
GK,78,80,28,,,,,,,73,72,86,74,85,52
"RB, CB",78,78,28,74,62,74,74,74,79,10,16,9,12,7,
"RB, RWB",78,78,29,68,64,73,75,75,76,15,8,12,11,9,
"LM, CAM",78,78,28,85,74,76,82,55,59,12,10,9,5,7,
CB,78,79,28,32,48,62,49,79,82,16,11,11,15,10,
"RWB, RB, RM",78,78,29,74,43,73,73,72,79,10,11,14,13,7,
"RB, RWB",78,81,26,83,51,69,77,73,65,8,14,14,13,12,
RB,78,78,33,73,69,73,74,76,77,16,9,9,15,7,
CB,78,79,28,59,39,59,64,80,76,8,7,10,9,10,
LB,78,78,30,80,49,73,79,71,64,13,5,9,8,14,
"CM, LM, LW",78,79,27,74,71,81,80,61,56,10,14,10,7,7,
GK,78,78,34,,,,,,,77,70,71,81,80,50
"CAM, CF, LM",78,78,27,74,68,74,86,38,59,15,11,9,15,15,
ST,78,78,27,73,78,67,73,42,77,9,7,11,6,16,
"LM, RM, CM",78,78,27,68,74,77,78,55,61,12,7,16,7,7,
"RM, LM, CM",78,78,32,67,78,79,76,65,72,7,8,15,8,14,
"CDM, CM",78,78,29,40,60,75,68,74,84,6,6,5,14,14,
"CDM, CB, CM",78,82,26,55,71,76,75,75,78,3,5,3,3,5,
"CB, CM",78,78,31,58,56,69,70,79,77,10,16,6,11,7,
"CDM, LB",78,78,31,59,60,75,75,76,75,9,10,10,12,14,
"RB, CB",78,78,28,82,61,68,75,76,80,10,10,7,10,10,
CB,78,81,26,76,53,70,71,80,75,10,7,7,16,10,
"CAM, CM",78,78,29,74,75,78,80,51,63,9,13,12,12,15,
ST,78,78,28,79,77,55,73,27,80,13,12,5,15,5,
RM,78,78,29,71,69,81,80,28,55,12,6,15,7,15,
"LM, RM",78,78,29,79,75,74,80,48,65,16,13,12,8,6,
"CB, LB",78,78,29,63,66,73,71,76,80,9,15,14,10,16,
"LB, LWB",78,79,26,80,63,70,78,75,63,8,15,8,7,14,
"CDM, CM",78,81,26,70,73,75,78,71,80,9,13,12,10,12,
"CAM, RM",78,78,28,66,70,80,79,39,64,12,15,16,9,6,
ST,78,82,24,78,77,63,73,30,82,7,13,11,10,8,
"CAM, CM",78,78,28,72,75,80,80,59,68,14,7,13,10,12,
"RWB, RB, RM",78,78,28,74,67,75,78,70,69,9,16,6,8,14,
CB,78,80,28,72,44,67,66,78,81,7,10,13,7,15,
"CDM, CM, RM",78,80,27,76,64,74,77,76,72,10,8,13,15,9,
CB,78,82,25,67,27,55,57,79,81,11,8,7,9,14,
"RM, LM",78,78,29,78,76,72,77,44,75,15,10,14,12,9,
"CDM, CM",78,78,29,72,67,76,77,74,75,14,9,12,13,8,
GK,78,79,30,,,,,,,77,73,70,76,81,53
"RW, RWB",78,81,25,96,66,67,86,38,81,13,9,11,12,7,
LB,78,78,30,86,61,71,78,70,78,7,15,13,9,7,
"CAM, ST",78,80,25,75,70,76,80,31,62,8,8,9,12,15,
"CM, LM",78,79,27,70,74,79,77,66,73,14,7,15,11,15,
CB,78,78,32,51,52,54,54,79,84,8,11,7,8,8,
ST,78,78,28,63,78,58,74,30,75,8,15,7,15,15,
"RW, RM",78,78,27,77,73,72,80,58,67,12,12,11,14,8,
CM,78,78,31,41,69,71,74,78,83,6,14,14,6,11,
CM,78,80,26,76,71,72,78,72,79,9,8,9,11,10,
RB,78,79,26,72,59,75,73,76,74,13,8,8,9,16,
"LB, LWB, LM",78,78,28,88,60,71,77,71,64,15,7,12,11,9,
"LB, CB",78,78,30,70,59,69,72,77,79,7,10,15,10,10,
CB,78,81,27,67,38,63,60,78,79,11,15,13,10,10,
ST,78,79,27,60,78,60,70,26,81,8,13,14,14,7,
"CDM, CM",78,80,26,60,62,71,74,76,74,7,7,13,7,8,
"CM, CDM",78,78,29,65,71,75,77,76,73,4,4,4,4,4,
ST,78,81,25,81,77,72,78,44,76,11,14,14,11,8,
ST,78,83,25,85,75,68,75,46,71,14,14,14,6,10,
"LB, LWB, CB",78,79,26,77,71,74,74,74,72,8,14,11,11,12,
CB,78,80,25,64,41,57,53,81,76,10,13,13,15,14,
"RM, RB",78,79,26,87,64,74,77,76,78,13,7,14,16,15,
LM,78,78,29,82,69,77,78,52,65,11,16,13,13,9,
"RM, RW",78,78,33,81,74,72,82,45,49,6,10,9,10,13,
"CM, CAM",78,81,26,64,75,75,77,67,76,11,13,13,13,14,
GK,78,80,28,,,,,,,80,77,74,75,78,47
"LW, ST",78,78,28,85,78,71,77,25,70,10,12,12,8,14,
"LW, RW, LM",78,81,25,90,76,74,79,49,73,11,10,9,13,7,
"RM, ST",78,83,24,76,74,73,79,44,65,14,8,14,10,7,
CB,78,83,24,59,39,60,62,79,82,8,9,9,10,8,
CB,78,81,27,53,37,64,64,78,75,11,16,7,7,8,
"CDM, CM",78,79,26,54,56,66,66,80,77,12,11,14,16,6,
"CB, LB",78,82,25,74,39,71,76,78,77,12,7,7,7,8,
"ST, CF",78,82,24,74,80,70,77,38,71,8,7,7,11,15,
"LW, RW, CAM",78,81,25,90,65,71,85,33,50,14,14,8,7,15,
"CAM, CM, RM",78,82,24,74,70,74,81,68,73,12,6,11,15,14,
"RM, LM, RW",78,79,26,93,71,70,83,51,61,12,9,7,6,9,
RB,78,83,23,81,63,68,73,72,66,15,16,13,13,8,
CM,78,83,24,73,62,79,80,75,76,8,7,14,14,12,
"CB, RB",78,84,23,77,39,62,71,79,75,14,8,11,13,9,
"LW, RW",78,79,26,81,75,75,80,43,67,14,7,8,9,15,
"CM, CDM, CB",78,81,25,69,60,77,78,72,66,13,12,7,14,7,
GK,78,81,24,,,,,,,80,73,73,76,82,53
RB,78,81,24,77,50,67,73,76,72,8,14,15,12,7,
